year,application_number,claim,filed_date,authors,primary_examiner,asst_examiner,patented
2014,14155743,coating nozzle discharges high viscosity paint coating nozzle comprising introduction passage internal space nozzle slit communicate disposed order supply high viscosity paint internal space introduction passage reserve high viscosity paint temporarily internal space high viscosity paint discharged nozzle slit spreading radially blown onto object coated nozzle slit consisting nozzle slit inlet internal space nozzle slit outlet paint discharge leading end side formed substantially sector shaped trapezoid dimension expanding nozzle slit inlet nozzle slit outlet width wise direction nozzle slit outlet formed arc shape opposite ends imaginary chord connecting opposite ends one another linearly nozzle slit slit width made imaginary chord converging nozzle slit outlet side nozzle slit inlet side heading toward imaginary apex held two equilateral sides imaginary isosceles triangle whose base imaginary chord whose base angles predetermined slit angle range degrees predetermined slit angle formed imaginary chord lateral side substantially sector shaped trapezoid arc shaped nozzle slit outlet exhibiting radius ratio value obtained dividing second radius first radius range first distance imaginary apex imaginary isosceles triangle end opposite ends imaginary chord labeled first radius second distance imaginary apex imaginary isosceles triangle central point width wise direction arc shaped nozzle slit outlet labeled second radius nozzle slit outlet having viewed paint discharge leading end side slit opening area configured discharge high viscosity paint shear velocity passes nozzle slit outlet range s sup discharge rate c c minute high viscosity paint nozzle slit inlet arc shaped nozzle slit tapers narrow wide direction away nozzle slit inlet toward nozzle slit outlet width wise direction,"January 15, 2014","['Katsuno; Tomoaki', 'Hiraki; Toshimichi']"," Lee; Chee-Chong
", ,1
2014,14156197,apparatus reflection mode using scanning coherent diffraction imaging system measuring areal image sample apparatus comprising a radiation source configured emit light beam b first focusing element disposed focus light beam emitted said radiation source form focused beam c mirror disposed reflect focused beam towards sample analyzed beam directed angle degree towards sample relative normal vector surface sample d pinhole aperture plate first aperture focusing cutting beam diameter desired extent thereby rendering beam monochromatic compared light beam originally emitted said light source e mechanism configured displace sample continuously step wise direction perpendicular normal vector surface sample analyzing sample reflects light beam passed said first aperture said pinhole aperture plate disposed upstream sample propagation direction light beam angle corresponding angle incident light f said pinhole aperture plate second aperture transparent window adjacent said first aperture said second aperture disposed limit diameter light beam reflected sample thereby adjust diameter reflected light beam g pixel detector disposed analyze reflected light beam passed second aperture h computing unit configured reconstruct areal image sample said computing unit configured reconstruct three dimensional tomographic image related penetration effect beam reflection mode,"January 27, 2015","['Ekinci; Yasin', 'Lee; Sangsul']",," Whitesell Gordon; Steven H
",1
2014,14233007,treatment solution supply apparatus supplies treatment solution treatment solution supply source via treatment solution supply pipe supply nozzle supplies treatment solution substrate treatment solution supply apparatus comprising electrodes positive electrode negative electrode provided treatment solution supply pipe apply dc voltage treatment solution treatment solution supply pipe power supply unit applies dc voltage time positive electrode negative electrode apply positive negative dc voltages time treatment solution treatment solution supply pipe freely reversing polarity dc voltage cleaning solution supply pipe connected treatment solution supply pipe configured supply cleaning solution cleaning solution supply source treatment solution supply pipe wherein positive electrode negative electrode electrodes provided extend along treatment solution supply pip flow direction treatment solution treatment solution supply pipe face other,"May 15, 2012",['Kiyotomi; Akiko']," Hwu; Davis
", ,1
2014,14156813,fuel injection throttle body internal combustion engine reciprocating piston comprising air intake including cylindrical inner wall disposed said throttle body electromechanically controlled fuel injector coupled throttle body fuel port annular ring coupled cylindrical inner wall air intake wherein annular ring comprises plurality secondary fuel discharge orifices single primary fuel discharge orifice plurality secondary fuel discharge orifices arranged radially around annular ring wherein said single primary fuel discharge orifice larger said plurality secondary discharge orifices wherein annular ring consists single primary fuel discharge orifice adjacent fuel port annular channel communicatively couples fuel port primary fuel discharge orifice plurality secondary fuel discharge orifices wherein fuel injector provides positively pressurized fuel fuel port annular channel primary fuel discharge orifice plurality secondary fuel discharge orifices atomize spray fuel air intake,"January 16, 2014","['Flynn; Doug', 'Gieske; Amy', 'Spainhoward; Corey']"," Hall; Arthur O
"," Lee; Chee-Chong
",1
2014,14156873,fluid nozzle use high pressure water jetting system comprising stationary housing configured receive source high pressure water housing defined therein inner bore rotating member disposed within inner bore rotating member including shaft inlet end nozzle extending outwardly housing central passage within shaft communicating high pressure fluid nozzle shaft including communication passages provide fluid central passage forward fluid pressure chamber defined outer peripheral surface shaft housing leakage path defined housing inlet end shaft rear fluid pressure chamber defined shaft housing configured receive fluid leakage path restriction defined housing inlet end shaft annular gap restriction configured receive fluid rear fluid pressure chamber via leakage path transport chamber communicating atmosphere wherein volume restriction configured decrease shaft moves axially forward,"January 16, 2014",['Wojciechowski III; Donald Anthony']," Hall; Arthur O
"," Le; Viet
",1
2014,14158377,fire suppression system duct first end second end least one sidewall extending first second end wherein sidewall defines interior volume duct improvement comprising reservoir storing volume fire retardant material temperature sensitive sidewall fluid communication reservoir exposed interior volume duct aperture formed least one sidewall allowing introduction fire retardant material interior volume duct temperature sensitive sidewall substantially flush respect least one sidewall duct wherein temperature sensitive sidewall includes frangible tube insertable aperture formed least one sidewall duct wherein least one sidewall duct includes groove formed therein depth dimension sufficient distance support frangible tube substantially flush position respect least one sidewall duct,"January 17, 2014",['Flood; Gerald Grattan']," Tyson; Melanie
"," Lee; Chee-Chong
",1
2014,14158415,water spray wand comprising internal water pipe spray handle compartment battery light wherein spray handle electronic communication light battery compartment wherein spray handle configured spray handle activated allow flow water spray wand electronic communication battery compartment light completed spray handle deactivated prevent flow water spray wand electronic communication battery compartment light interrupted,"January 17, 2014",['Isley; Calvin Ross']," Ganey; Steven J
", ,1
2014,14158556,method comprising flowing paint paint supply passage disposed manifold flowing paint inner tube double tube assembly wherein inner tube extends rotary shaft along longitudinal axis fluidly coupled paint supply passage flowing water water supply passage disposed manifold flowing water passage disposed outer surface inner tube inner surface concentric outer tube wherein inner diameter outer tube greater outer diameter inner tube outer tube extends rotary shaft along longitudinal axis passage fluidly coupled water supply passage flowing air air supply passage disposed manifold rotationally driving rotary shaft rotate longitudinal axis air supplied air supply passage wherein rotary shaft coupled air motor disposed front part manifold rotating rotary bell coupled rotary shaft wherein rotary bell comprises plurality orifices fluidly coupled inner tube passage dispensing paint water simultaneously toward object painted plurality orifices,"January 17, 2014","['Kuroda; Masayuki', 'Nagato; Kenji']"," Reis; Ryan
", ,1
2014,14158564,rotary atomizer comprising rotary bell secured rotary shaft air motor held atomizer body rotary bell defining plurality orifices dispensing paint toward object painted wherein rotary bell configured rotate atomize paint spray paint toward object painted paint passage paint port distal end thereof fluidly communicating orifices rotary bell water passage disposed outside paint passage water port distal end thereof fluidly communicating orifices rotary bell water supply coupling coupled water passage configured supply water water passage wherein water supply coupling comprises opening configured fluidly couple water source plurality orifices configured dispense paint water simultaneously,"January 17, 2014","['Kuroda; Masayuki', 'Nagato; Kenji']"," Reis; Ryan
", ,1
2014,14158592,connecting device fuel injection system connecting fuel injector fuel carrying component comprising connecting part including first end adapted fastened least one shoulder fuel carrying component second end adapted fastened least one shoulder fuel injector wherein connecting part includes hollow cylindrical slotted wall plurality slots wherein adjacent slots plurality slots alternate opening first side hollow cylindrical slotted wall second side hollow cylindrical slotted wall wherein slots open first side hollow cylindrical slotted wall end distance second side slots open second side hollow cylindrical slotted wall end distance first side,"January 17, 2014","['Fischer; Michael', 'Knorpp; Michael', 'Riemer; Martin', 'Horst; Hans-Georg', 'Glaser; Andreas', 'Rogler; Philipp', 'Herrmann; Jan', 'Rehwald; Andreas', 'Mayer; Michael', 'Scheef; Volker', 'Reinhardt; Wilhelm']"," Ganey; Steven J
"," Lee; Chee-Chong
",1
2014,14158891,ground speed lock proportioner arm apparatus comprising combination step pivotally mounted unlocked position locked position step biased locked position unlocked position composite block moveably related step engagement connected moveable proportioner arm composite block engaging engagement step locked position preventing relative movement composite block engagement composite block non interfering relation engagement step unlocked position permitting relative movement composite block engagement,"April 25, 2016","['Kline; David A.', 'Brophy; Robert C.']",," Hwu; Davis
",1
2014,14159899,suspension fuel injection system connecting fuel injector fuel carrying component comprising connecting body receiving space opening via fuel fitting fuel injector least partially insertable receiving space connecting body annular disk fully situated within connecting body least partially situated inside annular groove fuel fitting elastically deformable element wherein fuel fitting able supported connecting body via annular disk elastically deformable element along axis receiving space connecting body wherein fuel fitting insertable receiving space connecting body supportable along axis connecting body via annular disk elastically deformable element direction toward opening connecting body bottom surface elastically deformable element directly contacts abuts supporting surface connecting body provided area receiving space top surface elastically deformable element directly contacts abuts bottom surface annular disk first interior surface connecting body formed shoulder area receiving space supporting surface top surface shoulder opening connecting body developed within shoulder clearance exists elastically deformable element fuel fitting direct contact exists surfaces elastically deformable element fuel fitting,"January 21, 2014","['Fischer; Michael', 'Knorpp; Michael', 'Riemer; Martin', 'Horst; Hans-Georg', 'Glaser; Andreas', 'Rogler; Philipp', 'Herrmann; Jan', 'Rehwald; Andreas', 'Mayer; Michael', 'Scheef; Volker', 'Reinhardt; Wilhelm']"," Hall; Arthur O
"," Pham; Tuongminh
",1
2014,14161974,swirl element swirling fluid nozzle comprising swirler body defining feed channel including axially oriented channel surface swirl chamber fluid communication feed channel narrow neck portion defined end swirler body opposite swirl chamber wherein swirl chamber defines radially oriented swirler surface substantially normal channel surface wherein swirl chamber feed channel fluid communication tangential slot imparting swirl fluids passing feed channel swirl chamber wherein tangential slot includes smoothly rounded surface transitioning channel surface swirler surface providing smooth substantially separation free transition fluid flow feed channel swirl chamber wherein tangential slot metering orifice defining smallest flow area feed channel swirl chamber metering flow swirl chamber wherein smoothly rounded surface upstream metering orifice swirl chamber downstream metering orifice wherein smoothly rounded surface tangent swirler surface metering orifice,"January 23, 2014","['Prociw; Lev A.', 'GB', 'GB']"," Hall; Arthur O
"," Pham; Tuongminh
",1
2014,14162000,semiconductor processing chamber faceplate comprising conductive plate defining plurality apertures plurality inserts wherein aperture plurality apertures contains insert plurality inserts wherein insert plurality inserts defines least two channels through wherein channel least two channels independently extends vertically first end associated insert second end associated insert wherein channel least two channels radially offset central axis insert defining least two channels wherein least two channels radially offset one another central axis plurality first o rings positioned within annular channels least partially defined conductive plate within plurality aperture wherein portion first o ring plurality first o rings seated within first annular groove defined along region corresponding insert top bottom corresponding insert,"January 23, 2014","['Chen; Xinglong', 'Venkataraman; Shankar']"," Lee; Chee-Chong
", ,1
2014,14162246,multifunctional dispenser comprising main body including control valve regulating device proportional control device ventilation valve disposed thereon connecting nozzle disposed front main body water supply pipe coupled rear main body wherein bottom main body communicated draft tube concentrated liquid container proportional control device control valve provided determining water flow condition water supply channel main body regulating device rotatable cylinder passing main body cylinder valve track proportional controller track formed positions corresponding control valve proportional control device respectively valve track plurality arc sections unequal depths limiting stroke control valve proportional controller track wavy shape comprised plurality grooves unequal depths proportional regulator proportional control device abuts proportional controller track reset spring proportional regulator plurality liquid outlet holes together different grooves formed proportional controller track provided determining flow concentrated liquid outputted main body main body includes ventilation valve controlling control valve determine whether open gas inlet channel,"January 23, 2014","['Jia; Wei-Jie', 'Xu; Can-Xiang', 'Xu; Wei-Qiang']"," Kim; Christopher
", ,1
2014,14163150,compound according one formula ii formula iia str wherein r sup trans co ch dbd ch cooch sub r sup ch sub sub n cor sup ch sub sub n oh n wherein r sup or sup nr sup r sup wherein r sup r sup r sup independently hydrogen alkyl carbon atoms r sup r sup taken together dbd o dbd s nr sup wherein r sup hydrogen alkyl carbon atoms,"February 27, 2015","['Albrecht; Wolfgang', 'Lehmann; Frank', 'Selig; Roland', 'Rabe; Sebastian', 'Maier; Annemarie', 'Guserle; Richard']",," Puttlitz; Karl J
",1
2014,14165024,aerosol fluid deterrent system configured mounted user powered vehicle driven provided motile force user system comprising pressurized canister containing animal deterrent fluid pressure normally closed valve fluid connection pressurized canister selectively allow passage animal deterrent fluid through plurality spray apertures fluid communication normally closed valve spray apertures configured simultaneously direct fluid mist transversely right transversely left vehicle away user wherein pressurized canister removably attached vehicle first location user actuator mechanically coupled control normally closed valve normally closed valve comprises mechanical connection user actuator opens normally closed valve upon actuation user actuator wherein user actuator removably attached vehicle second location remote first location pressurized canister directly removably attached spray cap directly attached spray orifice combination forming sprayer subassembly wherein normally closed valve directly attached spray cap sprayer sub assembly removably coupled actuator sub assembly,"January 27, 2014",['Hegarty; Harry E.']," Tran; Len
"," Valvis; Alexander
",1
2014,14165206,encapsulated valve system pressurized pharmaceutical biological liquid fluids comprising first housing first facing surface first facing surface comprising plurality pathways formed recess within first facing surface wherein one plurality pathways comprises first aperture second housing second facing surface second facing surface comprising plurality pathways formed recess within second facing surface wherein one plurality pathways comprises second aperture located different pathway first aperture wherein plurality pathways formed recess within second facing surface mirror plurality pathways formed recess within first facing surface wherein plurality pathways defined respective recesses first facing surface second facing surface substantially constant cross section along lengths thereof disposable conduit comprising un reinforced polymer tubing configured interposed first second housing portions disposed within recess first facing surface recess second facing surface disposable conduit configured carry pressurized liquid fluid therein would otherwise form aneurysm disposable conduit absence first housing second housing forming exoskeleton same first automatically controlled pinch valve actuator mounted first housing second automatically controlled pinch valve actuator mounted second housing wherein first automatically controlled pinch valve actuator disposed first housing oriented generally perpendicular first facing surface comprises pinching element configured pass first aperture wherein second automatically controlled pinch valve actuator disposed second housing oriented generally perpendicular second facing surface comprises pinching element configured pass second aperture wherein first second automatically controlled pinch valve actuators configured on state off state wherein off state pinching element pass respective aperture wherein on state pinching element passes respective aperture completely closes disposable conduit prevent passage pressurized liquid fluid therethrough one removable fasteners configured secure first housing second housing one another form exoskeleton around disposable conduit wherein portion disposable conduit exposed external environment encapsulated exoskeleton,"January 27, 2014",['Gagne; Michael C.']," Tran; Len
"," Zhou; Joel
",1
2014,14165237,irrigation sprinkler comprising rotatable nozzle turret nozzle turret comprising first port nozzle turret capable emitting first stream water sprinkler second port capable emitting second stream water sprinkler diverter valve positioned within nozzle turret configured intermittently shift first valve position second valve position wherein diverter valve configured permit first amount water flow first port first valve position wherein diverter valve configured permit second amount water flow less first amount water flow greater zero first port second valve position gear train reduction capable rotating nozzle turret turbine coupled input shaft gear train reduction,"December 7, 2015","['Clark; Michael L.', 'Porter; LaMonte D.']",," Hwu; Davis
",1
2014,14235081,dual channel piezoelectric fuel injector comprising two independent fuel channels comprises laminated piezoelectric actuator control fuel duct spray fuel duct fuel spray nozzle sequentially upper section pressure chamber lower section plurality orifices lower end wherein said laminated piezoelectric actuator via working stroke amplifier connected said control fuel duct turn connected upper end said upper section said fuel spray nozzle said spray fuel duct connected said pressure chamber said fuel spray nozzle said upper section said fuel spray nozzle defines space accommodating needle valve which responding changing stroke distance said piezoelectric actuator controls fuel injection said orifices end said fuel spray nozzle wherein said two fuel channels operate independently injecting type fuel two different types fuel,"September 17, 2013","['Yao; Mingfa', 'Li; Yongzhi', 'Zheng; Zunqing', 'Tong; Laihui', 'Zhang; Xiangyu']"," Reis; Ryan
", ,1
2014,14235141,method performing electrostatic atomization use electrostatic atomizer comprising atomizing matter degree c resistivity range times sup times sup omega m surface tension range mnm sup monitoring current spray site measuring current reference electrode adjusting voltage applied spray electrode reference electrode wherein electrostatic atomizer comprises spray site electrostatically atomizing matter electrically affecting matter spray electrode electrically connectable spray site reference electrode arranged voltage applied spray electrode reference electrode matter electrostatically atomized atomized spray site power supply applying voltage spray electrode reference electrode monitoring electrical property spray site adjusting voltage applied spray electrode reference electrode according monitored electrical property spray site wherein spray electrode reference electrode arranged electrical charge matter atomized spray site counterbalanced least equal amount opposite electrical charge reference electrode,"June 22, 2012","['Dau; Van Thanh', 'Terebessy; Tibor']"," Valvis; Alexander
"," Dandridge; Christopher R
",1
2014,14165865,method comprising capturing image frame means image sensor exposure capturing based initial exposure value setting determining temporary exposure value finding exposure value results substantially optimum value applied total cost calculation wherein calculating said total cost specific exposure value based signal levels specific exposure value image pixels captured image frame combined cost function calculating saturated pixels cost related saturated pixels captured image temporary exposure value determining next exposure value finding decrease exposure value relation temporary exposure value decrease exposure value change total cost non saturated pixels relation total cost non saturated pixels temporary exposure value substantially equal saturated pixel cost calculated temporary exposure value using determined next exposure value capturing new image frame,"April 24, 2015",['Benderius; Bjorn'],," Ho; Tuan
",1
